contig_u,contig_v,short_pair_count,long_read_count,total_support
1,115,0,0,0
1,135,17,0,17
1,143,15,0,15
1,43,0,0,0
10,145,0,0,0
10,77,33,0,33
100,103,30,0,30
100,12,23,0,23
100,121,27,0,27
100,17,68,0,68
100,18,81,78,159
100,2,21,14,35
100,20,33,0,33
100,28,13,0,13
100,31,34,0,34
100,32,30,0,30
100,48,22,0,22
100,59,52,66,118
100,66,26,0,26
100,77,51,0,51
100,79,89,0,89
100,86,13,1,14
100,94,41,2,43
101,154,13,1,14
101,69,2,0,2
102,154,37,3,40
102,71,91,0,91
102,72,37,0,37
103,153,12,0,12
104,11,25,0,25
104,110,29,0,29
104,116,0,0,0
104,129,22,5,27
104,156,0,0,0
104,29,22,1,23
104,44,19,3,22
104,56,29,18,47
104,8,23,0,23
104,82,19,35,54
104,90,0,0,0
105,119,302,0,302
106,50,122,0,122
106,75,46,0,46
106,90,31,0,31
106,95,42,0,42
107,140,19,0,19
107,141,8,0,8
108,140,17,0,17
108,141,13,0,13
109,60,28,0,28
109,75,87,0,87
109,84,28,0,28
109,93,74,0,74
11,129,0,0,0
11,130,22,0,22
11,29,0,0,0
11,56,0,0,0
11,8,0,0,0
11,82,0,0,0
110,112,39,0,39
111,118,88,0,88
111,127,108,0,108
111,155,23,4,27
111,87,409,86,495
112,137,74,0,74
112,3,40,0,40
112,73,37,0,37
113,122,22,0,22
113,132,3,0,3
114,120,0,0,0
114,129,54,2,56
114,46,0,0,0
114,80,49,0,49
115,143,33,0,33
115,144,82,69,151
115,43,0,0,0
116,21,0,0,0
116,25,0,0,0
116,32,0,0,0
116,36,0,0,0
116,41,0,0,0
116,78,0,0,0
117,119,463,44,507
117,124,389,976,1365
118,127,0,0,0
118,136,66,0,66
118,155,0,0,0
12,83,35,0,35
120,129,38,0,38
120,143,21,0,21
120,22,28,0,28
120,46,0,0,0
120,69,37,0,37
120,9,50,5,55
120,94,142,0,142
121,129,22,0,22
122,134,70,0,70
122,139,0,0,0
122,31,29,0,29
122,41,26,0,26
122,52,16,0,16
122,63,68,0,68
122,74,22,0,22
122,88,101,0,101
123,152,0,0,0
123,61,15,0,15
125,153,4,0,4
125,89,18,0,18
126,153,10,0,10
126,89,34,0,34
127,136,85,0,85
127,155,0,0,0
128,130,16,0,16
128,150,12,0,12
128,151,13,0,13
128,92,23,0,23
129,130,43,0,43
129,133,29,0,29
129,14,41,0,41
129,16,34,0,34
129,29,0,0,0
129,4,29,0,29
129,46,43,3,46
129,54,45,0,45
129,56,0,0,0
129,8,0,0,0
129,82,0,0,0
129,92,275,0,275
13,15,0,42,42
13,83,38,0,38
130,40,30,0,30
131,136,172,1,173
131,99,243,0,243
132,47,4,0,4
132,91,26,0,26
133,19,0,0,0
133,2,0,0,0
133,22,0,0,0
133,43,0,0,0
133,56,0,0,0
133,58,0,0,0
133,65,0,0,0
133,68,0,0,0
133,86,0,0,0
134,94,7,0,7
136,155,32,1,33
137,80,101,2,103
138,147,0,0,0
138,158,11,0,11
138,95,13,0,13
139,143,0,0,0
139,157,0,0,0
139,158,0,0,0
14,33,0,0,0
14,63,0,0,0
14,67,0,0,0
14,82,0,0,0
140,54,11,0,11
140,96,10,0,10
141,20,17,0,17
141,96,11,0,11
142,24,9,0,9
142,35,22,0,22
142,87,66,5,71
143,158,9,0,9
143,43,11,0,11
143,9,0,0,0
144,156,0,0,0
144,97,11,0,11
145,45,0,0,0
146,23,17,3,20
146,30,10,0,10
146,7,21,3,24
146,87,71,0,71
147,157,0,0,0
147,49,0,0,0
147,50,0,0,0
147,53,0,0,0
148,53,22,0,22
148,60,16,0,16
148,93,28,0,28
149,61,0,0,0
149,84,0,0,0
15,159,8,0,8
150,151,0,0,0
150,80,14,0,14
151,80,20,0,20
152,98,0,0,0
153,79,36,0,36
154,88,43,0,43
156,44,0,0,0
156,90,2,0,2
159,16,0,0,0
159,45,3,0,3
18,59,0,0,0
19,2,0,0,0
19,22,0,0,0
19,43,0,0,0
19,56,0,0,0
19,58,0,0,0
19,65,0,0,0
19,68,0,0,0
19,85,29,0,29
19,86,0,0,0
2,22,0,0,0
2,43,0,0,0
2,56,0,0,0
2,58,0,0,0
2,65,0,0,0
2,68,0,1,1
2,86,0,0,0
21,83,22,1,23
22,43,0,0,0
22,56,0,0,0
22,58,0,0,0
22,65,0,0,0
22,68,0,0,0
22,86,0,0,0
23,7,0,0,0
23,92,28,0,28
24,36,0,0,0
25,83,44,0,44
26,6,0,0,0
26,76,50,0,50
27,83,46,0,46
28,83,31,0,31
29,56,0,0,0
29,8,0,0,0
29,82,0,0,0
3,92,30,0,30
30,76,42,27,69
33,55,0,0,0
33,63,0,0,0
33,67,0,0,0
33,82,0,0,0
34,83,43,0,43
34,94,27,0,27
37,51,22,0,22
37,6,0,0,0
37,68,0,0,0
37,73,0,0,0
38,51,31,0,31
38,92,27,0,27
39,83,40,0,40
39,85,41,0,41
4,92,34,1,35
40,94,49,0,49
42,81,44,0,44
42,85,38,0,38
43,56,0,0,0
43,58,0,0,0
43,65,0,0,0
43,68,0,0,0
43,86,0,0,0
44,81,38,0,38
44,90,0,0,0
46,83,36,0,36
47,83,16,0,16
48,92,22,0,22
49,53,0,0,0
49,83,39,0,39
51,78,38,0,38
51,83,36,0,36
52,97,34,0,34
56,57,41,0,41
56,58,0,0,0
56,65,0,0,0
56,68,0,0,0
56,78,40,1,41
56,8,0,0,0
56,82,0,0,0
56,86,0,0,0
57,77,26,0,26
58,65,0,0,0
58,68,0,0,0
58,77,30,0,30
58,86,0,0,0
6,68,0,0,0
6,73,0,0,0
63,67,0,0,0
63,82,0,0,0
