contig_u,contig_v,short_pair_count,long_read_count,total_support
1,151,21,10,31
1,22,0,9,9
1,252,19,0,19
1,35,0,6,6
1,55,0,2,2
1,9,0,16,16
10,129,52,18,70
10,149,31,0,31
10,32,0,1,1
100,127,0,0,0
100,255,27,0,27
100,261,20,0,20
101,102,36,0,36
101,110,40,1,41
101,13,0,0,0
101,33,0,0,0
101,59,0,0,0
102,231,55,0,55
102,90,64,0,64
103,17,44,0,44
103,282,0,0,0
103,73,89,0,89
104,189,33,0,33
104,207,117,0,117
104,66,43,1,44
104,90,66,1,67
104,91,71,0,71
105,106,0,1,1
105,215,107,2,109
105,38,27,0,27
105,42,46,4,50
105,60,39,0,39
105,83,45,2,47
105,94,64,0,64
106,128,59,0,59
107,15,33,1,34
107,243,31,0,31
107,5,33,2,35
107,53,37,0,37
107,71,50,0,50
107,75,31,0,31
108,186,31,0,31
108,57,36,0,36
109,296,21,0,21
109,308,8,0,8
11,128,0,0,0
11,157,72,0,72
11,19,0,5,5
11,27,0,1,1
11,34,0,1,1
11,46,0,0,0
11,5,0,6,6
11,7,0,4,4
11,96,0,0,0
11,99,0,0,0
110,123,118,0,118
110,13,22,0,22
110,16,36,0,36
110,33,45,0,45
110,59,28,23,51
110,6,48,1,49
110,7,41,0,41
110,85,56,2,58
111,263,0,0,0
111,301,0,0,0
112,114,61,1,62
112,135,67,20,87
112,309,6,0,6
112,78,47,12,59
113,124,33,0,33
113,280,0,0,0
113,83,46,0,46
114,135,49,0,49
114,156,38,0,38
114,211,0,0,0
115,132,40,1,41
115,252,35,0,35
115,71,0,1,1
115,84,0,0,0
115,99,0,0,0
116,200,0,0,0
116,264,88,0,88
117,141,20,1,21
117,144,48,0,48
118,141,25,0,25
118,144,65,0,65
119,256,6,0,6
119,285,20,0,20
12,212,35,0,35
120,174,75,0,75
120,201,32,0,32
120,202,19,0,19
121,162,51,0,51
121,246,7,0,7
122,162,81,0,81
122,246,12,0,12
123,175,0,0,0
124,186,15,0,15
125,175,0,0,0
125,67,43,1,44
125,95,64,1,65
126,186,26,0,26
126,305,0,0,0
127,255,94,0,94
128,19,0,0,0
128,257,79,0,79
128,27,0,0,0
128,34,0,0,0
128,46,0,0,0
128,5,0,0,0
128,7,0,0,0
128,96,0,0,0
128,99,0,0,0
129,157,214,0,214
129,25,73,8,81
129,32,56,26,82
129,37,23,0,23
129,47,29,0,29
129,55,55,14,69
13,33,0,2,2
13,36,0,5,5
13,59,0,1,1
130,160,65,0,65
130,161,80,0,80
130,219,184,0,184
131,143,156,4,160
131,191,60,0,60
131,193,56,0,56
132,172,104,0,104
132,61,32,0,32
133,296,37,0,37
133,308,18,0,18
133,87,30,0,30
134,18,37,0,37
134,187,106,11,117
134,305,0,0,0
135,78,161,28,189
136,246,28,0,28
136,283,22,0,22
137,224,476,0,476
137,288,207,0,207
138,93,460,244,704
139,176,133,1,134
139,196,141,0,141
14,305,0,0,0
140,147,181,37,218
140,297,80,1,81
141,240,72,0,72
142,216,23,0,23
142,270,22,0,22
143,228,77,0,77
144,264,59,0,59
145,256,11,0,11
145,261,24,0,24
146,209,34,0,34
146,210,36,0,36
146,97,169,12,181
147,298,0,0,0
147,306,0,0,0
148,183,0,0,0
148,265,40,1,41
149,26,29,0,29
149,49,34,0,34
149,8,37,0,37
150,152,136,117,253
150,241,124,0,124
151,182,311,0,311
151,22,49,12,61
151,35,30,10,40
151,55,38,2,40
151,9,41,10,51
152,154,198,123,321
153,229,127,1,128
153,240,125,1,126
154,190,153,10,163
155,165,0,0,0
155,244,0,3,3
155,250,0,0,0
155,297,13,2,15
155,32,0,1,1
155,72,0,0,0
155,8,0,0,0
155,97,200,27,227
156,189,177,0,177
156,269,29,0,29
156,41,26,0,26
156,54,37,0,37
156,63,77,0,77
