contig_u,contig_v,short_pair_count,long_read_count,total_support
1,103,0,0,0
1,125,10,0,10
1,75,44,4,48
10,11,0,12,12
10,16,0,6,6
10,17,0,6,6
10,28,0,3,3
10,32,0,4,4
10,35,0,4,4
10,37,0,1,1
10,42,0,0,0
10,43,0,4,4
10,46,0,0,0
10,51,0,1,1
10,52,0,1,1
10,54,0,1,1
10,58,0,0,0
10,7,0,10,10
10,77,35,28,63
10,8,0,8,8
100,106,75,0,75
100,94,65,0,65
101,107,168,8,176
101,114,190,40,230
101,128,0,0,0
102,111,82,1,83
102,39,35,0,35
102,43,44,0,44
103,125,25,0,25
103,40,26,0,26
103,47,24,0,24
103,64,18,0,18
104,108,143,5,148
104,80,343,13,356
104,99,82,0,82
105,109,52,26,78
105,88,129,96,225
106,127,0,0,0
106,129,0,0,0
107,120,35,0,35
107,53,42,11,53
108,82,131,0,131
109,112,0,0,0
109,113,1,0,1
11,16,0,7,7
11,17,0,12,12
11,28,0,5,5
11,32,0,7,7
11,35,0,5,5
11,37,0,4,4
11,42,0,2,2
11,43,0,0,0
11,46,0,3,3
11,51,0,0,0
11,52,0,0,0
11,54,0,2,2
11,58,0,0,0
11,7,0,12,12
11,77,24,77,101
11,8,0,14,14
110,44,30,0,30
110,45,29,0,29
110,90,75,0,75
111,126,30,2,32
112,126,0,0,0
113,126,1,0,1
114,128,17,0,17
115,130,0,0,0
115,131,5,0,5
116,121,5,0,5
116,91,14,0,14
117,121,9,0,9
117,91,22,0,22
118,12,7,0,7
118,72,6,0,6
118,86,13,0,13
118,87,13,0,13
119,24,29,0,29
119,3,18,1,19
120,128,14,2,16
121,132,0,0,0
121,133,0,0,0
122,60,18,0,18
122,72,13,0,13
122,86,10,0,10
122,87,7,0,7
123,124,0,0,0
123,79,38,5,43
124,79,37,3,40
125,13,24,0,24
125,16,16,0,16
125,24,39,0,39
125,36,41,0,41
127,92,0,0,0
129,92,0,0,0
13,81,37,3,40
130,6,0,0,0
130,60,0,1,1
131,2,0,0,0
131,29,0,0,0
131,4,0,0,0
131,66,0,0,0
131,74,1,0,1
132,89,0,0,0
133,89,0,0,0
14,76,35,3,38
14,78,28,1,29
15,20,0,1,1
15,32,0,0,0
15,48,0,1,1
15,56,0,0,0
15,57,0,0,0
15,58,0,0,0
15,76,22,16,38
16,17,0,4,4
16,28,0,3,3
16,32,0,3,3
16,35,0,0,0
16,37,0,0,0
16,42,0,0,0
16,43,0,0,0
16,46,0,0,0
16,51,0,4,4
16,52,0,0,0
16,54,0,0,0
16,58,0,0,0
16,7,0,8,8
16,77,16,105,121
16,8,0,4,4
17,28,0,4,4
17,32,0,4,4
17,35,0,2,2
17,37,0,0,0
17,42,0,2,2
17,43,0,2,2
17,46,0,1,1
17,51,0,0,0
17,52,0,0,0
17,54,0,1,1
17,58,0,0,0
17,7,0,4,4
17,77,60,96,156
17,8,0,10,10
18,39,0,0,0
18,63,0,0,0
18,76,53,1,54
18,77,66,87,153
19,93,26,0,26
2,77,12,1,13
20,48,0,0,0
20,56,0,0,0
20,58,0,0,0
20,91,39,1,40
21,77,336,0,336
22,4,0,7,7
22,75,35,0,35
22,77,46,23,69
23,94,38,0,38
24,36,0,2,2
25,26,0,3,3
25,77,43,86,129
25,81,28,41,69
26,77,47,88,135
27,73,35,1,36
28,32,0,0,0
28,35,0,0,0
28,37,0,2,2
28,42,0,1,1
28,43,0,0,0
28,46,0,0,0
28,51,0,1,1
28,52,0,1,1
28,54,0,0,0
28,55,0,0,0
28,58,0,1,1
28,7,0,2,2
28,75,62,93,155
28,77,22,2,24
28,8,0,4,4
29,76,38,1,39
3,78,35,0,35
30,75,22,1,23
31,71,19,1,20
31,77,29,2,31
32,35,0,1,1
32,37,0,0,0
32,42,0,0,0
32,43,0,0,0
32,46,0,0,0
32,51,0,0,0
32,52,0,1,1
32,54,0,0,0
32,57,0,0,0
32,58,0,0,0
32,7,0,2,2
32,76,39,23,62
32,77,13,1,14
32,8,0,4,4
33,61,0,0,0
34,77,28,10,38
34,98,43,0,43
35,37,0,1,1
35,42,0,2,2
35,43,0,1,1
35,46,0,0,0
35,51,0,0,0
35,52,0,0,0
35,54,0,6,6
35,58,0,0,0
35,7,0,3,3
35,77,59,14,73
35,8,0,1,1
36,77,21,3,24
37,42,0,0,0
37,43,0,1,1
37,46,0,0,0
37,51,0,0,0
37,52,0,0,0
37,54,0,2,2
37,58,0,0,0
37,7,0,1,1
37,73,30,1,31
37,77,30,93,123
37,8,0,2,2
38,70,21,0,21
38,73,29,1,30
39,63,0,0,0
39,77,30,25,55
4,77,43,93,136
40,77,24,1,25
41,70,29,0,29
42,43,0,0,0
42,46,0,0,0
42,51,0,0,0
42,52,0,2,2
42,54,0,1,1
42,58,0,0,0
42,7,0,4,4
42,77,40,19,59
42,8,0,2,2
43,46,0,0,0
43,51,0,0,0
43,52,0,0,0
43,54,0,0,0
43,58,0,0,0
43,7,0,0,0
43,77,23,83,106
43,8,0,1,1
44,75,31,0,31
46,51,0,0,0
46,52,0,0,0
46,54,0,0,0
46,58,0,0,0
46,7,0,1,1
46,70,17,1,18
46,77,14,16,30
46,8,0,1,1
47,53,0,0,0
48,56,0,0,0
48,58,0,0,0
48,76,37,1,38
49,73,41,1,42
49,77,33,0,33
5,78,24,0,24
50,76,24,1,25
51,52,0,1,1
51,54,0,0,0
51,58,0,0,0
51,7,0,0,0
51,77,15,1,16
51,78,39,0,39
51,8,0,1,1
52,54,0,0,0
52,58,0,0,0
52,7,0,0,0
52,77,41,16,57
52,8,0,2,2
54,58,0,0,0
54,7,0,1,1
54,77,30,16,46
54,8,0,1,1
55,75,44,102,146
55,77,33,1,34
56,58,0,0,0
56,6,0,0,0
56,75,70,118,188
57,76,27,33,60
58,7,0,0,0
58,77,16,0,16
58,8,0,1,1
59,70,26,2,28
59,94,23,0,23
6,75,74,106,180
61,75,47,1,48
62,84,921,0,921
62,97,1168,0,1168
63,71,43,2,45
63,77,57,8,65
64,93,32,0,32
65,70,39,1,40
65,71,22,1,23
66,70,10,3,13
67,71,38,1,39
