contig_u,contig_v,short_pair_count,long_read_count,total_support
1,48,14,4,18
10,134,3,0,3
100,160,6,0,6
100,169,2,0,2
101,186,40,0,40
101,91,15,0,15
101,92,12,0,12
102,131,26,0,26
102,156,29,0,29
103,29,0,0,0
103,75,0,0,0
103,85,0,0,0
104,161,6,0,6
104,163,7,0,7
104,206,17,0,17
105,129,14,0,14
105,181,12,0,12
106,129,5,0,5
106,181,7,0,7
107,188,5,0,5
107,196,1,0,1
108,188,5,0,5
108,196,2,0,2
109,94,11,0,11
11,184,4,0,4
11,82,7,2,9
110,147,11,0,11
110,76,36,3,39
111,207,0,0,0
111,65,7,0,7
112,135,32,2,34
112,145,1,0,1
112,146,6,0,6
113,202,58,4,62
113,74,28,14,42
114,138,6,0,6
114,161,6,0,6
114,163,0,0,0
115,129,42,1,43
115,95,20,0,20
115,96,15,0,15
116,200,4,0,4
116,201,3,0,3
116,44,3,0,3
116,45,10,0,10
117,159,56,4,60
117,85,230,19,249
118,143,2,0,2
118,144,1,0,1
118,62,20,0,20
118,63,16,0,16
119,135,5,0,5
119,191,3,0,3
12,13,0,7,7
12,155,3,0,3
120,135,10,0,10
120,191,3,0,3
121,70,34,0,34
121,80,56,4,60
122,176,2,0,2
122,57,46,4,50
123,53,71,2,73
123,78,42,0,42
124,22,0,0,0
124,47,0,0,0
124,49,0,0,0
125,83,1,0,1
125,88,1,0,1
126,83,1,0,1
126,88,4,0,4
127,159,17,0,17
127,53,24,0,24
128,27,6,0,6
128,3,6,0,6
128,90,30,5,35
13,157,7,0,7
130,16,8,0,8
130,19,7,0,7
130,69,25,0,25
131,132,8,0,8
131,133,12,0,12
132,76,5,0,5
133,76,13,0,13
134,143,3,0,3
134,144,3,0,3
134,23,6,0,6
136,162,5,0,5
136,191,1,0,1
137,162,2,0,2
137,191,0,0,0
138,203,2,0,2
139,165,6,0,6
139,166,2,0,2
139,179,4,0,4
14,83,7,0,7
140,184,1,0,1
140,48,5,0,5
141,203,4,0,4
141,34,18,14,32
141,70,40,4,44
142,150,26,0,26
142,24,14,0,14
142,25,12,0,12
145,189,0,0,0
146,189,0,0,0
147,200,0,0,0
147,201,1,0,1
148,41,57,0,57
149,29,0,0,0
149,39,0,0,0
149,54,0,0,0
15,17,0,4,4
15,185,30,0,30
150,154,7,0,7
151,171,0,0,0
151,198,0,0,0
152,171,0,0,0
152,198,0,0,0
153,59,0,0,0
153,65,0,0,0
154,89,26,0,26
155,172,0,0,0
155,7,5,0,5
156,72,7,0,7
156,73,16,0,16
157,9,4,0,4
157,98,12,0,12
158,35,7,0,7
158,38,5,0,5
158,56,6,0,6
158,81,8,0,8
159,40,14,0,14
159,61,34,0,34
159,66,7,0,7
159,85,29,8,37
16,160,7,0,7
160,30,8,0,8
160,99,12,0,12
162,91,14,0,14
162,92,4,0,4
164,176,4,0,4
164,57,47,1,48
165,197,5,0,5
166,197,8,0,8
167,170,0,0,0
167,187,3,0,3
167,209,2,0,2
168,88,16,1,17
168,90,13,0,13
169,82,25,0,25
169,99,2,0,2
17,69,10,1,11
170,187,3,0,3
170,209,1,0,1
171,94,27,1,28
172,8,17,0,17
173,44,6,0,6
173,45,6,0,6
173,97,36,0,36
174,181,9,0,9
174,67,15,0,15
175,57,160,13,173
175,69,120,0,120
176,41,25,0,25
177,186,0,0,0
177,67,1,0,1
178,186,0,0,0
178,67,0,0,0
179,62,5,0,5
179,63,3,0,3
18,47,9,1,10
18,61,12,6,18
180,33,4,0,4
182,20,5,0,5
182,26,3,0,3
182,84,6,0,6
182,93,8,0,8
183,187,1,0,1
183,19,5,0,5
183,5,6,0,6
184,21,4,1,5
184,9,8,1,9
187,23,1,0,1
187,37,29,0,29
188,56,4,0,4
188,81,4,0,4
189,194,0,0,0
189,195,0,0,0
190,52,20,0,20
190,61,10,0,10
190,78,55,0,55
192,210,1,0,1
192,48,2,0,2
193,38,0,0,0
193,64,0,0,0
194,208,0,0,0
195,208,0,0,0
196,72,2,0,2
196,73,5,0,5
197,71,19,1,20
198,202,7,0,7
199,35,3,0,3
199,58,7,0,7
199,86,5,0,5
199,87,3,0,3
2,48,7,5,12
2,69,19,43,62
20,85,10,2,12
203,205,2,0,2
203,84,3,0,3
204,58,0,0,0
204,59,0,0,0
205,34,2,0,2
205,94,8,0,8
206,74,29,0,29
207,64,0,0,0
208,86,3,0,3
208,87,4,0,4
21,83,12,1,13
210,31,0,0,0
22,53,12,3,15
25,30,0,2,2
26,50,14,1,15
27,33,0,0,0
27,48,9,42,51
28,46,0,1,1
28,85,8,0,8
29,39,0,0,0
3,48,13,2,15
32,50,16,3,19
32,95,8,1,9
32,96,11,0,11
33,48,4,32,36
34,70,0,17,17
36,79,3,0,3
36,85,17,0,17
37,89,10,0,10
39,68,8,0,8
4,82,11,1,12
4,89,31,0,31
40,85,5,2,7
42,49,34,1,35
42,75,51,46,97
42,77,13,2,15
43,50,29,0,29
43,68,34,0,34
46,54,5,0,5
47,77,33,33,66
48,5,16,8,24
48,6,10,43,53
50,79,12,0,12
52,60,19,0,19
55,68,38,1,39
55,77,84,36,120
66,75,14,0,14
71,98,50,11,61
80,97,24,0,24
