contig_u,contig_v,short_pair_count,long_read_count,total_support
1,148,8,0,8
1,80,26,0,26
10,125,30,0,30
10,148,9,0,9
10,42,0,0,0
100,138,13,0,13
100,99,85,0,85
101,107,33,0,33
102,138,27,0,27
102,58,55,0,55
102,99,58,0,58
103,110,75,0,75
103,77,90,0,90
104,145,0,33,33
105,141,57,0,57
105,45,58,0,58
105,51,68,0,68
106,127,25,0,25
106,128,29,0,29
106,66,73,0,73
106,71,134,0,134
107,109,85,0,85
107,2,40,0,40
108,110,109,0,109
108,77,105,12,117
11,77,12,0,12
11,80,58,0,58
111,17,0,0,0
111,29,0,25,25
112,113,31,0,31
112,114,23,0,23
113,79,18,0,18
114,79,18,0,18
115,131,29,0,29
115,132,19,0,19
115,90,30,0,30
115,91,35,0,35
116,155,3,0,3
116,83,35,0,35
117,155,6,0,6
117,83,33,0,33
118,25,68,107,175
118,96,122,19,141
119,129,26,0,26
119,144,54,0,54
12,148,2,0,2
12,152,2,0,2
120,135,11,0,11
120,154,8,0,8
121,135,18,0,18
121,154,2,0,2
122,137,74,0,74
122,75,111,2,113
123,124,163,2,165
123,31,33,0,33
123,92,37,0,37
124,150,78,14,92
125,38,77,2,79
125,42,51,4,55
125,55,63,3,66
125,65,305,0,305
126,30,56,0,56
126,36,53,0,53
127,143,13,0,13
128,143,44,0,44
129,134,61,0,61
13,18,0,0,0
13,22,0,0,0
13,23,0,0,0
13,24,0,0,0
13,25,0,0,0
13,26,0,0,0
13,28,0,0,0
13,3,0,0,0
13,34,0,1,1
13,36,0,1,1
13,41,0,0,0
13,42,0,0,0
13,44,0,0,0
13,45,0,0,0
13,46,0,0,0
13,49,0,0,0
13,53,0,0,0
13,6,0,0,0
13,61,0,0,0
13,7,0,0,0
13,82,87,45,132
13,87,41,0,41
13,9,0,2,2
130,63,32,0,32
131,83,26,0,26
132,83,25,0,25
133,68,26,0,26
133,78,37,0,37
133,93,38,0,38
133,94,67,0,67
134,140,92,10,102
135,84,28,0,28
135,85,30,0,30
136,30,40,14,54
136,69,429,201,630
137,146,55,17,72
138,86,23,0,23
138,98,16,0,16
139,150,50,0,50
139,51,34,0,34
139,92,25,1,26
141,96,30,0,30
142,33,23,0,23
142,64,42,0,42
142,68,9,0,9
142,78,24,0,24
143,93,20,0,20
143,94,33,0,33
144,46,13,0,13
145,153,267,278,545
147,84,21,0,21
147,85,26,0,26
147,99,74,0,74
148,15,5,0,5
148,18,2,0,2
148,19,0,0,0
148,20,3,0,3
148,22,1,0,1
148,31,5,0,5
148,32,2,0,2
148,4,3,0,3
148,40,4,0,4
148,41,3,0,3
148,43,3,1,4
148,47,8,0,8
148,49,6,0,6
148,52,2,0,2
148,53,0,0,0
148,59,2,0,2
148,6,1,0,1
148,70,3,0,3
148,82,144,1,145
149,48,6,0,6
149,54,3,0,3
149,82,26,0,26
15,67,23,0,23
152,24,0,0,0
152,70,3,0,3
154,90,19,0,19
154,91,15,0,15
155,73,8,0,8
155,81,11,0,11
16,67,97,0,97
17,80,6,0,6
18,22,0,0,0
18,23,0,0,0
18,24,0,0,0
18,25,0,0,0
18,26,0,0,0
18,28,1,0,1
18,3,0,0,0
18,34,0,0,0
18,36,0,0,0
18,41,0,0,0
18,42,0,1,1
18,44,0,0,0
18,45,0,0,0
18,46,0,0,0
18,49,0,0,0
18,53,0,0,0
18,6,0,0,0
18,61,0,0,0
18,7,0,1,1
18,82,62,0,62
18,9,0,0,0
19,95,85,0,85
2,80,46,1,47
20,67,43,1,44
21,77,25,0,25
21,80,22,0,22
22,23,0,0,0
22,24,0,0,0
22,25,0,0,0
22,26,0,0,0
22,28,0,0,0
22,3,0,0,0
22,34,0,0,0
22,36,0,0,0
22,41,0,0,0
22,42,0,0,0
22,44,0,0,0
22,45,0,0,0
22,46,0,0,0
22,49,0,0,0
22,53,0,0,0
22,6,0,0,0
22,61,0,0,0
22,7,0,0,0
22,82,113,0,113
22,9,0,1,1
23,24,0,0,0
23,25,0,0,0
23,26,0,0,0
23,28,0,0,0
23,3,0,0,0
23,34,0,0,0
23,36,0,0,0
23,41,0,0,0
23,42,0,0,0
23,44,0,0,0
23,45,0,0,0
23,46,0,0,0
23,49,0,0,0
23,53,0,0,0
23,6,0,0,0
23,61,0,0,0
23,7,0,0,0
23,82,86,0,86
23,87,32,0,32
23,9,0,0,0
24,25,0,0,0
24,26,0,0,0
24,28,0,0,0
24,3,0,0,0
24,34,0,0,0
24,36,0,0,0
24,41,0,0,0
24,42,0,0,0
24,44,0,0,0
24,45,0,0,0
24,46,0,0,0
24,49,0,0,0
24,53,0,0,0
24,6,0,0,0
24,61,0,0,0
24,7,0,0,0
24,82,104,0,104
24,9,0,1,1
25,26,0,0,0
25,28,0,0,0
25,3,0,0,0
25,34,0,0,0
25,36,0,0,0
25,41,0,1,1
25,42,0,0,0
25,44,0,0,0
25,45,0,0,0
25,46,0,0,0
25,49,0,0,0
25,53,0,0,0
25,6,0,0,0
25,61,0,0,0
25,7,0,0,0
25,82,38,0,38
25,9,0,0,0
25,96,0,0,0
26,28,0,0,0
26,3,0,0,0
26,34,0,0,0
26,36,0,0,0
26,41,0,0,0
26,42,0,0,0
26,44,0,0,0
