contig_u,contig_v,short_pair_count,long_read_count,total_support
1,48,38,0,38
1,75,0,0,0
1,85,0,0,0
10,69,0,0,0
10,81,22,0,22
11,28,0,0,0
11,75,17,0,17
12,16,0,1,1
12,91,0,0,0
13,46,150,0,150
13,8,0,0,0
13,89,0,2,2
14,52,32,0,32
15,79,27,1,28
15,89,5,2,7
16,85,18,1,19
17,55,33,0,33
17,64,30,0,30
18,65,49,0,49
18,91,0,0,0
19,81,28,0,28
2,58,33,0,33
20,81,28,0,28
20,85,12,1,13
21,53,43,0,43
22,48,39,0,39
22,81,21,0,21
23,53,29,7,36
23,79,18,3,21
24,25,7,0,7
24,58,46,0,46
24,61,25,0,25
24,73,0,0,0
25,61,70,0,70
25,73,9,0,9
26,61,0,0,0
26,76,28,0,28
26,87,54,0,54
27,47,61,0,61
27,48,99,0,99
27,59,0,0,0
28,56,29,0,29
29,47,54,0,54
29,50,53,0,53
3,50,36,0,36
3,79,29,0,29
30,50,48,0,48
30,65,37,0,37
31,56,32,0,32
31,58,34,0,34
32,48,105,0,105
33,42,26,0,26
33,58,46,0,46
34,64,27,0,27
35,50,55,0,55
35,80,34,0,34
36,55,46,0,46
36,89,0,0,0
37,47,39,0,39
37,48,35,0,35
38,80,26,0,26
38,87,44,0,44
38,91,0,0,0
39,42,30,0,30
39,50,33,0,33
40,58,25,0,25
40,6,1,0,1
42,54,105,0,105
42,58,89,0,89
43,55,39,0,39
43,65,36,0,36
44,52,34,0,34
44,58,39,0,39
45,66,450,80,530
45,71,64,0,64
46,77,150,4,154
47,5,34,0,34
48,59,29,0,29
48,82,22,0,22
49,50,110,0,110
5,81,21,0,21
50,52,39,0,39
50,73,39,0,39
50,8,40,0,40
51,52,37,0,37
51,58,52,0,52
52,64,68,0,68
53,86,55,0,55
54,58,315,0,315
54,81,280,0,280
55,81,22,0,22
56,6,40,0,40
56,60,25,0,25
56,78,0,0,0
57,62,277,0,277
57,66,431,66,497
58,67,40,0,40
59,88,0,0,0
60,78,60,0,60
60,80,58,0,58
61,73,28,0,28
61,87,132,0,132
62,63,78,12,90
62,90,91,0,91
65,68,45,0,45
65,72,53,0,53
67,72,17,0,17
68,74,46,0,46
69,7,0,0,0
7,70,29,0,29
70,86,34,0,34
70,9,26,0,26
71,89,1,0,1
72,74,20,0,20
74,76,72,0,72
75,85,0,0,0
76,82,32,0,32
77,90,47,0,47
78,83,0,0,0
78,84,0,0,0
8,89,2,9,11
81,88,0,0,0
81,9,19,0,19
82,83,0,0,0
82,84,0,0,0
87,88,0,0,0
87,91,0,0,0
