contig_u,contig_v,short_pair_count,long_read_count,total_support
1,68,59,2,61
10,84,40,1,41
10,94,0,0,0
100,71,87,0,87
100,97,0,0,0
11,58,52,3,55
11,70,36,0,36
12,66,39,3,42
12,73,42,0,42
13,58,56,2,58
13,66,24,1,25
14,92,7,0,7
15,94,0,0,0
16,68,50,3,53
16,94,0,0,0
17,70,50,3,53
17,94,0,0,0
18,55,56,4,60
19,31,0,2,2
19,91,25,0,25
2,27,0,16,16
2,55,53,3,56
20,66,36,1,37
20,67,45,1,46
21,70,44,0,44
23,70,77,2,79
24,68,52,5,57
24,94,0,0,0
25,68,53,1,54
25,86,30,5,35
25,91,0,0,0
26,66,42,3,45
26,70,54,0,54
27,94,0,0,0
28,67,41,1,42
28,94,0,0,0
29,39,0,1,1
29,42,0,1,1
29,78,50,12,62
29,91,17,0,17
3,94,0,0,0
30,68,44,1,45
31,70,40,0,40
32,58,90,2,92
32,81,114,0,114
33,80,63,0,63
34,66,37,1,38
34,94,0,0,0
35,45,0,0,0
35,80,50,2,52
36,66,24,2,26
37,94,0,0,0
38,68,47,0,47
38,72,45,1,46
39,42,0,32,32
39,58,81,3,84
39,78,86,22,108
4,67,41,0,41
4,68,35,1,36
40,67,38,0,38
40,88,0,0,0
41,81,44,1,45
41,94,0,0,0
42,78,198,37,235
43,70,45,0,45
44,66,50,1,51
44,68,45,0,45
46,70,43,3,46
46,72,46,0,46
47,55,43,4,47
47,94,0,0,0
48,70,45,1,46
48,88,18,0,18
48,97,3,0,3
49,78,24,0,24
49,81,49,0,49
49,93,0,0,0
5,67,46,1,47
5,94,0,0,0
50,74,111,18,129
50,79,146,54,200
51,78,98,0,98
51,81,60,0,60
53,60,44,0,44
53,74,60,1,61
54,60,40,1,41
54,74,51,0,51
55,9,46,3,49
56,64,173,42,215
56,72,155,13,168
58,87,46,0,46
58,94,0,0,0
59,68,55,0,55
59,92,11,0,11
6,70,50,1,51
6,73,50,0,50
60,69,46,1,47
60,76,46,0,46
61,71,609,183,792
61,85,106,6,112
61,99,26,0,26
62,92,21,0,21
63,93,0,0,0
64,65,163,57,220
65,87,93,5,98
66,9,42,3,45
67,7,43,2,45
68,75,39,0,39
69,73,57,0,57
7,86,60,0,60
70,75,46,0,46
70,79,55,0,55
70,8,53,1,54
70,94,0,0,0
71,86,59,13,72
71,97,66,1,67
73,76,62,0,62
77,82,572,66,638
77,83,521,115,636
78,93,0,0,0
79,87,51,48,99
8,84,28,0,28
80,95,1,0,1
80,96,16,0,16
82,89,110,13,123
82,90,168,0,168
83,98,341,72,413
84,95,3,0,3
84,96,14,0,14
85,89,129,8,137
86,91,23,0,23
90,99,17,0,17
