contig_u,contig_v,short_pair_count,long_read_count,total_support
1,69,0,0,0
1,87,1,0,1
10,35,0,0,0
10,54,0,1,1
10,58,0,0,0
10,6,0,2,2
10,69,0,0,0
10,77,0,0,0
10,87,0,27,27
100,97,0,0,0
11,99,0,0,0
12,28,0,0,0
12,33,0,0,0
12,7,0,1,1
12,85,18,19,37
14,85,0,60,60
16,50,0,0,0
16,67,0,0,0
16,82,0,0,0
16,89,0,0,0
17,87,2,0,2
19,87,3,0,3
20,91,0,0,0
22,87,6,1,7
23,26,0,29,29
23,51,0,0,0
23,84,5,54,59
23,87,2,13,15
24,30,0,0,0
24,46,0,0,0
24,47,0,0,0
24,51,0,0,0
24,52,0,0,0
24,87,0,1,1
26,51,0,0,0
26,84,25,55,80
26,97,1,0,1
28,33,0,0,0
28,7,0,0,0
28,85,4,53,57
30,46,0,0,0
30,47,0,0,0
30,51,0,0,0
30,52,0,0,0
30,87,2,0,2
31,96,0,0,0
33,7,0,0,0
33,85,18,73,91
35,54,0,0,0
35,58,0,0,0
35,6,0,0,0
35,69,0,0,0
35,77,0,0,0
35,87,2,0,2
37,87,3,0,3
39,87,1,0,1
40,85,0,0,0
40,87,1,0,1
43,91,0,0,0
44,5,0,0,0
44,85,4,72,76
46,47,0,1,1
46,51,0,0,0
46,52,0,0,0
46,87,4,19,23
47,51,0,0,0
47,52,0,0,0
47,87,1,18,19
49,87,2,0,2
5,85,7,41,48
50,67,0,0,0
50,82,0,0,0
50,84,9,0,9
50,89,0,0,0
51,52,0,0,0
51,84,5,0,5
51,87,3,98,101
52,87,0,0,0
53,87,2,1,3
54,58,0,0,0
54,6,0,0,0
54,69,0,0,0
54,77,0,0,0
54,87,1,5,6
55,99,0,0,0
57,83,28,0,28
58,6,0,0,0
58,69,0,0,0
58,77,0,0,0
58,87,5,9,14
59,87,8,0,8
6,69,0,1,1
6,77,0,0,0
6,87,1,72,73
60,87,2,1,3
67,82,0,0,0
67,89,0,0,0
68,87,1,1,2
69,77,0,0,0
69,87,3,14,17
7,83,21,1,22
7,85,15,62,77
7,93,7,0,7
75,87,1,0,1
77,87,0,0,0
8,83,18,17,35
8,97,0,0,0
82,89,0,0,0
83,86,17,0,17
83,88,191,0,191
83,97,3,0,3
84,94,31,0,31
84,95,23,4,27
86,96,3,0,3
88,92,185,0,185
89,96,15,0,15
90,99,1,0,1
92,98,21,0,21
93,96,15,0,15
94,98,13,0,13
95,98,0,0,0
