contig_u,contig_v,short_pair_count,long_read_count,total_support
1,25,10,0,10
1,31,14,0,14
10,18,0,0,0
10,20,0,1,1
10,26,0,0,0
10,31,11,3,14
10,33,1,2,3
10,46,7,0,7
11,19,0,54,54
11,29,21,54,75
11,31,21,1,22
12,15,10,2,12
12,23,0,0,0
12,34,44,41,85
12,5,8,1,9
13,16,0,0,0
13,17,0,0,0
13,21,0,2,2
13,3,0,0,0
13,31,24,29,53
13,46,9,0,9
13,5,0,2,2
14,18,0,0,0
14,19,0,0,0
14,2,0,1,1
14,23,0,0,0
14,31,25,1,26
14,34,35,73,108
15,29,22,0,22
16,17,0,0,0
16,21,0,0,0
16,25,4,0,4
16,3,0,3,3
16,31,29,26,55
16,5,0,1,1
17,21,0,0,0
17,3,0,1,1
17,31,22,15,37
17,38,9,0,9
17,5,0,7,7
18,20,0,0,0
18,23,0,0,0
18,26,0,0,0
18,31,20,102,122
18,33,0,0,0
19,2,0,0,0
19,29,17,29,46
19,34,23,64,87
2,34,39,117,156
20,26,0,0,0
20,31,15,0,15
20,33,0,0,0
20,4,6,3,9
21,3,0,0,0
21,31,15,68,83
21,33,10,2,12
21,5,0,2,2
22,41,54,10,64
22,45,33,4,37
23,31,8,0,8
23,34,26,101,127
24,25,9,0,9
24,42,5,0,5
25,6,8,0,8
26,31,16,36,52
26,33,0,0,0
27,40,10,2,12
27,42,5,0,5
28,4,0,18,18
28,7,7,0,7
29,32,7,0,7
29,46,3,0,3
29,48,46,0,46
3,31,41,135,176
3,5,0,1,1
3,8,0,6,6
30,37,126,0,126
31,33,19,23,42
31,5,11,0,11
31,8,29,0,29
32,33,7,0,7
34,36,77,632,709
35,43,55,0,55
36,49,13,1,14
37,39,95,0,95
37,41,72,0,72
38,44,2,0,2
38,47,1,0,1
38,7,9,0,9
39,43,16,0,16
4,7,11,3,14
40,50,18,0,18
40,9,15,0,15
41,50,73,1,74
42,45,1,0,1
43,50,12,0,12
44,6,1,0,1
45,50,10,0,10
47,6,1,0,1
48,49,5,0,5
