contig_u,contig_v,short_pair_count,long_read_count,total_support
10,44,0,1,1
10,53,34,87,121
10,57,13,1,14
100,105,6,0,6
100,55,4,0,4
100,60,15,0,15
100,9,2,0,2
101,108,3,0,3
101,51,0,0,0
102,81,0,0,0
102,87,1,0,1
103,108,0,0,0
103,51,6,0,6
104,81,0,0,0
104,87,1,0,1
105,11,3,0,3
105,55,4,0,4
105,60,5,0,5
106,108,24,0,24
106,99,21,0,21
109,24,18,0,18
109,27,9,0,9
109,37,0,0,0
109,4,19,0,19
109,89,3,0,3
110,21,3,0,3
110,61,8,0,8
110,85,6,0,6
110,86,4,0,4
111,114,0,0,0
111,115,0,0,0
111,73,14,0,14
112,70,2,0,2
112,8,4,0,4
112,99,6,0,6
113,114,0,0,0
113,115,0,0,0
113,98,26,0,26
116,74,120,0,120
117,13,5,0,5
117,2,13,0,13
117,22,0,0,0
117,48,0,0,0
12,17,0,5,5
12,53,31,82,113
12,75,24,0,24
15,16,0,5,5
15,31,0,0,0
15,53,8,0,8
16,31,0,3,3
16,53,32,3,35
17,53,26,0,26
17,77,12,0,12
2,69,85,2,87
20,61,0,0,0
20,77,16,0,16
21,92,7,0,7
22,48,0,0,0
22,69,24,0,24
23,54,13,0,13
23,72,24,0,24
24,92,13,0,13
25,53,13,0,13
26,53,12,2,14
27,53,20,1,21
28,93,4,0,4
29,53,33,43,76
30,53,16,3,19
31,46,0,0,0
31,53,77,22,99
33,53,27,0,27
34,59,12,0,12
34,78,6,0,6
35,59,11,0,11
35,94,6,0,6
36,38,0,1,1
36,97,29,0,29
37,4,17,1,18
37,89,3,0,3
38,97,17,0,17
4,89,12,0,12
4,93,16,0,16
40,54,30,0,30
40,72,29,0,29
42,54,16,1,17
43,53,14,2,16
44,53,25,22,47
45,94,31,0,31
46,53,17,7,24
47,78,15,0,15
47,82,20,0,20
48,57,22,2,24
49,59,15,0,15
49,68,13,0,13
50,59,19,0,19
50,82,12,0,12
51,67,48,0,48
52,78,33,0,33
53,7,8,7,15
53,8,21,0,21
54,94,18,0,18
56,63,215,106,321
56,89,101,0,101
57,97,42,0,42
59,70,5,0,5
59,94,51,0,51
6,69,22,12,34
62,71,320,151,471
62,91,244,33,277
63,88,349,66,415
65,72,13,0,13
65,82,8,0,8
66,72,17,0,17
66,82,5,0,5
67,87,48,0,48
68,76,16,0,16
68,83,32,0,32
69,92,27,0,27
69,95,258,17,275
7,75,33,0,33
71,84,250,74,324
73,93,49,0,49
75,96,32,0,32
76,83,64,0,64
76,94,17,0,17
77,79,8,0,8
77,80,11,0,11
79,90,6,0,6
80,90,5,0,5
81,9,21,0,21
81,94,15,0,15
85,96,13,0,13
86,96,13,0,13
90,98,23,1,24
