contig_u,contig_v,short_pair_count,long_read_count,total_support
1,21,0,0,0
1,64,21,4,25
1,72,29,0,29
10,15,0,9,9
10,23,0,1,1
10,25,0,0,0
10,30,0,0,0
10,5,0,0,0
11,52,52,0,52
11,73,0,0,0
12,53,46,0,46
12,75,0,0,0
13,41,30,0,30
14,6,0,0,0
14,64,31,0,31
15,23,0,3,3
15,36,0,98,98
16,40,0,0,0
16,63,25,9,34
16,72,16,0,16
17,47,131,0,131
18,71,12,0,12
19,66,29,0,29
2,56,58,0,58
20,68,75,4,79
20,71,26,0,26
21,32,0,0,0
21,64,36,2,38
21,8,0,0,0
22,47,122,0,122
23,66,25,0,25
24,32,0,0,0
25,30,0,0,0
25,5,0,0,0
26,4,0,0,0
26,53,51,0,51
26,79,0,0,0
27,3,0,0,0
27,51,40,0,40
28,51,46,0,46
28,68,90,6,96
29,59,0,0,0
3,64,29,0,29
30,44,32,0,32
30,5,0,0,0
31,47,147,1,148
32,8,0,0,0
33,47,56,0,56
33,48,74,0,74
34,41,258,0,258
34,52,241,1,242
35,57,0,0,0
35,63,39,9,48
36,79,0,0,0
37,47,111,0,111
38,44,42,0,42
38,69,41,0,41
39,47,140,1,141
4,48,39,0,39
4,79,0,0,0
40,61,33,0,33
40,63,45,0,45
41,52,315,0,315
42,76,45,0,45
43,70,21,0,21
43,72,24,0,24
44,66,75,0,75
45,67,337,16,353
47,49,74,0,74
48,49,89,0,89
48,9,52,0,52
5,64,20,0,20
50,70,22,0,22
51,56,96,0,96
53,59,0,0,0
54,76,44,18,62
55,61,22,0,22
55,63,62,0,62
56,6,51,0,51
57,61,3,0,3
58,60,200,0,200
6,64,33,6,39
60,67,145,0,145
61,7,36,0,36
64,71,25,0,25
65,77,0,0,0
65,78,0,1,1
69,8,56,0,56
70,72,5,0,5
73,75,0,0,0
73,79,0,0,0
74,78,14,0,14
77,78,16,2,18
