contig_u,contig_v,short_pair_count,long_read_count,total_support
1,16,3,0,3
10,41,0,0,0
10,7,0,2,2
11,42,1,0,1
12,16,8,0,8
12,17,0,0,0
12,33,7,0,7
13,21,29,92,121
13,42,2,0,2
14,26,58,30,88
14,41,21,4,25
15,21,12,0,12
15,8,0,1,1
16,2,3,0,3
16,3,15,0,15
16,4,11,0,11
16,5,5,0,5
17,31,9,0,9
17,33,0,0,0
18,24,12,1,13
18,31,1,0,1
19,32,47,0,47
19,44,0,0,0
2,45,0,0,0
20,39,129,1,130
20,42,14,0,14
20,6,27,1,28
20,7,12,8,20
20,9,23,0,23
21,35,11,1,12
22,32,43,0,43
23,34,4,0,4
24,37,0,0,0
24,9,27,0,27
25,27,14,4,18
25,29,2,2,4
25,3,4,23,27
25,45,0,0,0
26,41,18,1,19
26,44,0,0,0
27,28,0,0,0
27,29,0,0,0
27,43,4,0,4
28,29,0,7,7
28,43,0,0,0
29,33,3,0,3
29,45,0,0,0
3,45,0,0,0
3,5,0,8,8
30,38,0,0,0
30,40,2,0,2
31,37,0,0,0
31,4,5,0,5
31,8,1,0,1
32,44,0,0,0
34,36,1,0,1
34,38,0,0,0
34,43,2,0,2
35,39,7,0,7
41,6,1,0,1
